City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
42,Lavrentiya,65.5833,-171.0,-2.79,87,3,3.4,RU,2022-01-30 01:48:33
43,Tommot,58.9564,126.2925,-3.44,93,100,8.43,RU,2022-01-30 01:48:34
44,Acapulco,16.8634,-99.8901,78.55,76,0,8.05,MX,2022-01-30 01:48:34
45,Iquique,-20.2208,-70.1431,69.84,79,46,2.71,CL,2022-01-30 01:48:35
46,Muramvya,-3.2682,29.6079,57.65,92,100,0.76,BI,2022-01-30 01:48:35
47,Vila Franca Do Campo,37.7167,-25.4333,56.19,71,78,9.64,PT,2022-01-30 01:48:35
48,Husavik,66.0449,-17.3389,33.71,80,100,17.13,IS,2022-01-30 01:49:36
49,Yakeshi,49.2833,120.7333,-13.11,98,82,3.27,CN,2022-01-30 01:49:36
50,Kapaa,22.0752,-159.319,79.12,66,20,1.99,US,2022-01-30 01:49:36
51,Muisne,0.6,-80.0333,75.65,87,98,1.25,EC,2022-01-30 01:49:37
52,New Norfolk,-42.7826,147.0587,78.66,30,0,3.76,AU,2022-01-30 01:49:37
53,Yashkul,46.1711,45.3435,30.72,85,65,9.71,RU,2022-01-30 01:49:37
54,Poplar Bluff,36.757,-90.3929,33.53,68,0,3.44,US,2022-01-30 01:49:38
55,Cidreira,-30.1811,-50.2056,71.19,67,15,10.8,BR,2022-01-30 01:49:38
56,Poum,-20.2333,164.0167,81.77,77,99,9.62,NC,2022-01-30 01:49:39
57,Luderitz,-26.6481,15.1594,67.86,77,35,1.5,NA,2022-01-30 01:49:39
58,Lompoc,34.6391,-120.4579,63.12,58,0,5.75,US,2022-01-30 01:49:40
59,Buala,-8.145,159.5921,86.5,67,100,8.3,SB,2022-01-30 01:49:40
60,Airai,-8.9266,125.4092,66.25,80,100,4.29,TL,2022-01-30 01:49:40
61,Hilo,19.7297,-155.09,80.33,60,40,12.66,US,2022-01-30 01:48:22
62,Ushuaia,-54.8,-68.3,44.26,87,100,0.0,AR,2022-01-30 01:49:41
63,Honolulu,21.3069,-157.8583,79.97,61,40,14.97,US,2022-01-30 01:47:55
64,Shiraz,29.6036,52.5388,33.24,100,6,0.0,IR,2022-01-30 01:49:41
65,Linxia,35.6003,103.2064,13.89,87,93,0.34,CN,2022-01-30 01:49:42
66,Avarua,-21.2078,-159.775,80.65,78,100,11.5,CK,2022-01-30 01:49:42
67,Tura,25.5198,90.2201,55.51,56,0,0.96,IN,2022-01-30 01:49:42
68,Vaini,-21.2,-175.2,81.95,75,100,11.14,TO,2022-01-30 01:49:43
69,Rio Gallegos,-51.6226,-69.2181,48.25,93,75,9.22,AR,2022-01-30 01:49:43
70,Vieques,18.425,-65.8329,75.24,78,20,4.61,PR,2022-01-30 01:49:44
71,Dikson,73.5069,80.5464,7.93,94,100,18.39,RU,2022-01-30 01:49:44
72,Hamilton,39.1834,-84.5333,22.35,70,75,1.01,US,2022-01-30 01:48:51
73,Puerto Ayora,-0.7393,-90.3518,73.67,84,61,5.84,EC,2022-01-30 01:49:44
74,Codrington,-38.2667,141.9667,72.75,72,100,10.2,AU,2022-01-30 01:49:45
75,Ngunguru,-35.6167,174.5,75.16,65,99,11.25,NZ,2022-01-30 01:49:45
76,Brae,60.3964,-1.353,39.11,61,70,25.48,GB,2022-01-30 01:49:46
77,Waingapu,-9.6567,120.2641,85.6,68,86,11.52,ID,2022-01-30 01:49:46
78,Morros,-9.4467,-46.3003,69.33,89,100,3.51,BR,2022-01-30 01:49:46
79,Binabalian,16.4202,119.9279,80.35,80,64,10.69,PH,2022-01-30 01:49:47
80,Cherskiy,68.75,161.3,-25.91,99,99,1.59,RU,2022-01-30 01:49:48
81,Yellowknife,62.456,-114.3525,-13.45,76,40,4.61,CA,2022-01-30 01:46:55
82,Havre-Saint-Pierre,50.2334,-63.5986,9.19,85,100,24.16,CA,2022-01-30 01:49:48
83,Warrington,53.3925,-2.5802,44.89,79,75,3.0,GB,2022-01-30 01:48:45
84,Rabo De Peixe,37.8,-25.5833,55.27,94,40,4.61,PT,2022-01-30 01:49:49
85,Alakurtti,66.9672,30.3491,2.62,97,94,3.58,RU,2022-01-30 01:49:49
86,Mahebourg,-20.4081,57.7,79.09,78,20,3.44,MU,2022-01-30 01:49:49
87,Jos,9.9167,8.9,53.96,23,79,8.05,NG,2022-01-30 01:49:50
88,Troitsk,54.0979,61.5773,4.37,95,100,4.09,RU,2022-01-30 01:49:50
89,Longyearbyen,78.2186,15.6401,6.64,66,0,14.97,SJ,2022-01-30 01:49:51
90,Pevek,69.7008,170.3133,-16.47,99,100,4.27,RU,2022-01-30 01:49:51
91,Palmer,42.1584,-72.3287,13.5,74,100,3.0,US,2022-01-30 01:48:10
92,Dom Pedrito,-30.9828,-54.6731,67.69,60,0,11.1,BR,2022-01-30 01:49:51
93,Lebu,-37.6167,-73.65,57.74,89,2,9.31,CL,2022-01-30 01:49:27
94,Victoria,22.2855,114.1577,59.25,77,58,1.01,HK,2022-01-30 01:49:52
95,Bethel,41.3712,-73.414,17.69,56,100,4.0,US,2022-01-30 01:49:52
96,Kirkwall,58.9848,-2.9587,39.25,65,100,18.41,GB,2022-01-30 01:48:09
97,Ponta Do Sol,32.6667,-17.1,63.23,48,9,5.82,PT,2022-01-30 01:50:53
98,Naryan-Mar,67.6713,53.087,16.05,93,100,14.5,RU,2022-01-30 01:50:53
99,Hamina,60.5697,27.1979,27.99,95,100,23.6,FI,2022-01-30 01:50:54
100,Aiken,33.5835,-81.5998,36.1,48,0,0.0,US,2022-01-30 01:46:04
101,Asfi,32.2994,-9.2372,60.73,67,0,6.67,MA,2022-01-30 01:50:54
102,Bluff,-46.6,168.3333,59.52,87,100,6.24,NZ,2022-01-30 01:50:55
103,Olafsvik,64.8945,-23.7142,37.53,66,100,21.16,IS,2022-01-30 01:50:55
104,Ribeira Grande,38.5167,-28.7,58.68,75,99,5.79,PT,2022-01-30 01:50:55
105,Awbari,26.5921,12.7805,44.89,36,6,6.44,LY,2022-01-30 01:50:56
106,Bowen,-20.0167,148.2333,84.42,59,2,14.38,AU,2022-01-30 01:50:56
107,Ketchikan,55.3422,-131.6461,39.67,93,100,10.36,US,2022-01-30 01:50:57
108,Nishihara,26.1842,127.7558,65.86,82,75,12.66,JP,2022-01-30 01:50:57
109,Bredasdorp,-34.5322,20.0403,65.28,94,5,3.44,ZA,2022-01-30 01:46:54
110,Jamestown,42.097,-79.2353,4.71,85,0,8.05,US,2022-01-30 01:50:55
111,Namatanai,-3.6667,152.4333,83.14,76,100,5.26,PG,2022-01-30 01:50:57
112,Severomorsk,69.0689,33.4162,10.8,100,95,2.01,RU,2022-01-30 01:50:58
113,Kahului,20.8947,-156.47,84.22,55,20,9.22,US,2022-01-30 01:47:02
114,Hithadhoo,-0.6,73.0833,80.8,68,43,3.24,MV,2022-01-30 01:50:59
115,Litovko,49.2361,135.1742,-13.4,93,32,0.47,RU,2022-01-30 01:50:59
116,Provideniya,64.3833,-173.3,4.69,84,20,4.5,RU,2022-01-30 01:50:59
117,Lata,40.1629,-8.3327,50.41,51,0,5.03,PT,2022-01-30 01:51:00
118,Vorukh,39.8494,70.5838,27.48,64,100,6.85,TJ,2022-01-30 01:51:00
119,Havelock,34.8791,-76.9013,31.95,61,0,4.0,US,2022-01-30 01:51:00
120,Dunedin,-45.8742,170.5036,57.49,94,100,4.0,NZ,2022-01-30 01:51:01
121,Hami,42.8,93.45,20.7,41,5,1.83,CN,2022-01-30 01:51:01
122,San Jose,37.3394,-121.895,60.62,57,20,4.61,US,2022-01-30 01:50:16
123,Kigoma,-4.8769,29.6267,73.38,78,100,4.21,TZ,2022-01-30 01:51:02
124,Muroto,33.2833,134.15,48.24,61,100,0.45,JP,2022-01-30 01:51:02
125,Rocha,-34.4833,-54.3333,63.25,87,1,7.38,UY,2022-01-30 01:51:03
126,Borogontsy,62.6683,131.1683,-26.27,96,64,1.21,RU,2022-01-30 01:48:18
127,Ovre Ardal,61.3167,7.8,27.63,97,100,8.3,NO,2022-01-30 01:51:03
128,Kenai,60.5544,-151.2583,27.09,86,100,8.05,US,2022-01-30 01:51:04
129,Fremont,37.5483,-121.9886,60.71,61,0,3.44,US,2022-01-30 01:46:33
130,Charters Towers,-20.1,146.2667,86.25,44,7,7.81,AU,2022-01-30 01:51:04
131,Lagoa,39.05,-27.9833,58.08,72,8,14.97,PT,2022-01-30 01:51:05
132,Nouadhibou,20.931,-17.0347,62.58,82,100,16.11,MR,2022-01-30 01:51:05
133,Vostok,46.4856,135.8833,-4.04,84,79,3.33,RU,2022-01-30 01:51:06
134,Hirado,33.3597,129.5531,48.38,54,100,12.3,JP,2022-01-30 01:51:06
135,Ryotsu,38.0833,138.4333,33.76,58,100,15.35,JP,2022-01-30 01:51:06
136,Pittsburg,38.028,-121.8847,60.82,57,0,3.0,US,2022-01-30 01:51:07
137,Pemangkat,1.1667,108.9667,79.07,82,100,4.09,ID,2022-01-30 01:51:07
138,Leningradskiy,69.3833,178.4167,-10.98,91,54,4.36,RU,2022-01-30 01:51:08
139,Lahad Datu,5.0268,118.327,82.29,73,100,0.76,MY,2022-01-30 01:51:08
140,Portland,45.5234,-122.6762,47.61,64,75,5.01,US,2022-01-30 01:49:29
141,Stephenville,32.2207,-98.2023,54.95,24,0,3.44,US,2022-01-30 01:51:09
142,Mar Del Plata,-38.0023,-57.5575,73.42,66,0,23.0,AR,2022-01-30 01:52:09
143,Adrar,20.5022,-10.0711,71.55,13,100,9.86,MR,2022-01-30 01:52:10
144,Dryden,49.7833,-92.7503,8.89,85,100,10.36,CA,2022-01-30 01:52:10
145,Pacific Grove,36.6177,-121.9166,60.03,66,0,4.0,US,2022-01-30 01:52:10
146,Bilma,18.6853,12.9164,55.0,23,0,12.06,NE,2022-01-30 01:52:11
147,Saint-Philippe,-21.3585,55.7679,76.59,84,83,9.66,RE,2022-01-30 01:52:11
148,Ayan,56.45,138.1667,2.97,71,100,20.15,RU,2022-01-30 01:52:12
149,Naze,28.3667,129.4833,58.12,78,100,14.05,JP,2022-01-30 01:52:12
150,Mitu,1.1983,-70.1733,73.6,64,99,2.68,CO,2022-01-30 01:52:13
151,Richmond,37.5538,-77.4603,26.58,41,0,7.0,US,2022-01-30 01:51:26
152,Nantucket,41.2835,-70.0995,21.31,86,100,19.57,US,2022-01-30 01:52:13
153,Wanning,18.8003,110.3967,59.59,92,100,6.49,CN,2022-01-30 01:52:14
154,Hokitika,-42.7167,170.9667,68.41,61,55,9.82,NZ,2022-01-30 01:52:14
155,Helena,46.5927,-112.0361,32.41,58,0,3.0,US,2022-01-30 01:50:50
156,Listvyanka,51.8535,104.8693,-16.53,94,39,5.26,RU,2022-01-30 01:52:15
157,Tiksi,71.6872,128.8694,-9.62,98,51,4.14,RU,2022-01-30 01:52:15
158,Vanimo,-2.6741,141.3028,82.15,74,100,10.31,PG,2022-01-30 01:52:15
159,Belfast,54.5833,-5.9333,41.38,87,40,3.44,GB,2022-01-30 01:52:16
160,Rehoboth,-23.3167,17.0833,73.15,55,100,9.82,NA,2022-01-30 01:52:16
161,Tautira,-17.7333,-149.15,80.62,74,34,9.78,PF,2022-01-30 01:52:17
162,Hun,29.1268,15.9477,45.93,77,4,10.71,LY,2022-01-30 01:52:17
163,Zhigansk,66.7697,123.3711,-32.82,100,91,4.23,RU,2022-01-30 01:52:17
164,Kavieng,-2.5744,150.7967,82.94,74,100,5.12,PG,2022-01-30 01:52:18
165,Dorado,18.4588,-66.2677,77.18,83,2,4.92,PR,2022-01-30 01:52:18
166,Guangyuan,32.442,105.823,40.33,88,100,0.45,CN,2022-01-30 01:52:19
167,Byron Bay,-28.65,153.6167,84.15,84,70,10.18,AU,2022-01-30 01:51:27
168,Camopi,3.1655,-52.3158,70.68,99,100,1.86,GF,2022-01-30 01:52:19
169,Ternate,0.8,127.4,82.6,72,20,5.53,ID,2022-01-30 01:48:20
170,Gdansk,54.3521,18.6464,42.51,84,75,39.12,PL,2022-01-30 01:50:03
171,Ilulissat,69.2167,-51.1,3.02,92,100,13.91,GL,2022-01-30 01:52:20
172,Bambous Virieux,-20.3428,57.7575,79.05,78,20,3.44,MU,2022-01-30 01:50:36
173,Kruisfontein,-34.0033,24.7314,57.88,91,2,4.07,ZA,2022-01-30 01:52:20
174,Bejar,40.3864,-5.7634,24.94,31,0,4.88,ES,2022-01-30 01:52:21
175,Khatanga,71.9667,102.5,-8.77,97,94,7.92,RU,2022-01-30 01:51:04
176,Antofagasta,-23.65,-70.4,65.48,84,49,3.89,CL,2022-01-30 01:52:21
177,Roald,62.5833,6.1333,41.14,60,75,25.32,NO,2022-01-30 01:52:22
178,Ayr,55.4627,-4.6339,41.09,87,40,2.3,GB,2022-01-30 01:52:22
179,Cabo San Lucas,22.8909,-109.9124,71.15,61,4,4.5,MX,2022-01-30 01:50:55
180,Marquette,46.5333,-87.6335,13.68,82,100,4.32,US,2022-01-30 01:52:23
181,Upernavik,72.7868,-56.1549,-4.07,99,100,7.14,GL,2022-01-30 01:52:23
182,Kudahuvadhoo,2.6708,72.8944,81.12,74,100,9.57,MV,2022-01-30 01:52:23
183,Salalah,17.0151,54.0924,68.09,59,86,2.77,OM,2022-01-30 01:52:24
184,Serenje,-13.2325,30.2352,61.74,98,100,1.61,ZM,2022-01-30 01:52:24
185,Kaspiyskiy,45.3929,47.3707,33.78,92,83,7.9,RU,2022-01-30 01:52:25
186,Asyut,27.181,31.1837,44.78,63,0,6.24,EG,2022-01-30 01:52:25
187,Arlit,18.7369,7.3853,60.6,17,3,7.25,NE,2022-01-30 01:52:25
188,Tetiz,20.9667,-89.9333,67.08,59,100,7.25,MX,2022-01-30 01:52:26
189,Jalor,25.35,72.6167,55.11,31,0,1.66,IN,2022-01-30 01:52:26
190,Aklavik,68.2191,-135.0107,-17.57,89,100,5.14,CA,2022-01-30 01:53:27
191,Balkhash,46.844,74.9804,20.01,100,75,11.18,KZ,2022-01-30 01:53:27
192,La Ronge,55.1001,-105.2842,10.65,79,100,4.61,CA,2022-01-30 01:53:27
193,Bilibino,68.0546,166.4372,-0.2,88,100,2.73,RU,2022-01-30 01:53:28
194,Laguna,38.421,-121.4238,59.09,55,0,4.61,US,2022-01-30 01:52:36
195,Kapit,2.0167,112.9333,82.06,79,91,1.5,MY,2022-01-30 01:53:28
196,Omutninsk,58.67,52.1932,5.52,98,100,5.26,RU,2022-01-30 01:53:29
197,Shar,49.5886,81.0453,12.04,86,99,17.9,KZ,2022-01-30 01:53:29
198,Chokurdakh,70.6333,147.9167,-15.3,87,92,1.41,RU,2022-01-30 01:53:30
199,Westport,41.1415,-73.3579,19.74,49,100,8.01,US,2022-01-30 01:53:30
200,Port Blair,11.6667,92.75,77.04,83,75,2.3,IN,2022-01-30 01:53:31
201,Khandyga,62.6667,135.6,-30.19,95,71,1.14,RU,2022-01-30 01:53:31
202,Shingu,33.7333,135.9833,45.59,39,100,1.83,JP,2022-01-30 01:53:31
203,Ust-Nera,64.5667,143.2,-13.97,100,76,1.5,RU,2022-01-30 01:53:32
204,Pisco,-13.7,-76.2167,69.85,78,0,14.97,PE,2022-01-30 01:53:32
205,Culaba,11.6578,124.5425,82.24,75,68,0.78,PH,2022-01-30 01:53:33
206,Hambantota,6.1241,81.1185,73.74,100,20,1.14,LK,2022-01-30 01:53:33
207,Bengkulu,-3.8004,102.2655,79.97,81,100,3.89,ID,2022-01-30 01:53:33
208,Simpang,-1.2667,104.0833,82.18,78,100,2.33,ID,2022-01-30 01:53:34
209,Baiyin,36.5583,104.2081,14.88,58,0,7.56,CN,2022-01-30 01:53:34
210,Salinopolis,-0.6136,-47.3561,76.41,86,100,8.05,BR,2022-01-30 01:53:35
211,Vardo,70.3705,31.1107,22.75,78,91,2.06,NO,2022-01-30 01:53:35
212,Klaksvik,62.2266,-6.589,29.32,61,100,10.71,FO,2022-01-30 01:53:35
213,Tevaitoa,-16.7833,-151.5,80.37,73,100,7.11,PF,2022-01-30 01:53:36
214,Verkhoyansk,67.5447,133.385,-27.94,98,100,1.28,RU,2022-01-30 01:53:36
215,Weinan,34.5036,109.5089,35.29,67,15,4.76,CN,2022-01-30 01:53:37
216,Georgetown,5.4112,100.3354,84.13,86,20,5.01,MY,2022-01-30 01:52:13
217,Ilheus,-14.7889,-39.0494,75.02,94,75,3.44,BR,2022-01-30 01:53:37
218,Margate,51.3813,1.3862,43.75,76,46,5.99,GB,2022-01-30 01:53:38
219,North Bend,43.4065,-124.2243,51.71,94,0,4.61,US,2022-01-30 01:53:38
220,Saskylakh,71.9167,114.0833,-20.51,100,99,4.12,RU,2022-01-30 01:51:11
221,Staraya Kulatka,52.7167,47.6167,21.2,97,100,1.97,RU,2022-01-30 01:53:39
222,Quepos,9.4236,-84.1652,81.7,82,14,2.77,CR,2022-01-30 01:53:39
223,Sao Jose Da Coroa Grande,-8.8978,-35.1478,75.92,82,92,4.36,BR,2022-01-30 01:53:40
224,Pangnirtung,66.1451,-65.7125,-19.75,99,100,4.23,CA,2022-01-30 01:53:40
225,Komsomolskiy,40.4272,71.7189,36.32,87,75,4.61,UZ,2022-01-30 01:53:41
226,Fort-De-France,14.6089,-61.0733,73.76,78,20,9.22,MQ,2022-01-30 01:53:41
227,Bartica,6.4,-58.6167,73.72,98,8,2.44,GY,2022-01-30 01:53:41
228,Hovd,48.0056,91.6419,-14.13,78,43,2.51,MN,2022-01-30 01:53:42
229,Beringovskiy,63.05,179.3167,-9.96,100,72,1.97,RU,2022-01-30 01:53:42
230,Ancud,-41.8697,-73.8203,56.73,90,100,10.51,CL,2022-01-30 01:53:43
231,Kargopol,61.5071,38.9456,3.97,99,100,5.44,RU,2022-01-30 01:53:43
232,Qui Nhon,13.7667,109.2333,74.25,84,99,5.75,VN,2022-01-30 01:52:43
233,Onega,63.9061,38.1404,11.91,93,100,9.37,RU,2022-01-30 01:54:39
234,Opuwo,-18.0607,13.84,65.48,50,100,5.48,NA,2022-01-30 01:57:01
235,Atikokan,48.7555,-91.6216,12.0,96,92,5.93,CA,2022-01-30 01:57:01
236,Porto Novo,6.4965,2.6036,76.82,56,38,4.12,BJ,2022-01-30 01:52:30
237,Jambi,-1.6,103.6167,82.96,74,79,3.02,ID,2022-01-30 01:57:03
238,Ponta Delgada,37.7333,-25.6667,56.5,71,40,4.61,PT,2022-01-30 01:54:50
239,Faanui,-16.4833,-151.75,80.67,71,99,7.14,PF,2022-01-30 01:57:04
240,Mount Gambier,-37.8333,140.7667,69.71,73,100,8.05,AU,2022-01-30 01:57:04
241,Souillac,-20.5167,57.5167,79.18,78,20,3.44,MU,2022-01-30 01:57:04
242,Jalu,29.0331,21.5482,52.41,57,78,14.34,LY,2022-01-30 01:57:05
243,Serpa,37.9458,-7.5975,49.96,45,100,7.36,PT,2022-01-30 01:57:05
244,Laishevo,55.4046,49.5504,10.62,97,96,7.23,RU,2022-01-30 01:57:06
245,Lorengau,-2.0226,147.2712,83.44,75,47,8.23,PG,2022-01-30 01:57:06
246,Torbay,47.6666,-52.7314,42.28,96,100,29.93,CA,2022-01-30 01:57:06
247,Saldanha,-33.0117,17.9442,60.85,83,0,13.31,ZA,2022-01-30 01:52:30
248,Henties Bay,-22.116,14.2845,61.86,84,88,3.83,NA,2022-01-30 01:52:30
249,Norman Wells,65.282,-126.8329,-27.36,75,75,3.44,CA,2022-01-30 01:52:55
250,Burnie,-41.0667,145.9167,70.95,67,15,7.7,AU,2022-01-30 01:57:07
251,Izhma,65.0083,53.9113,16.83,91,100,9.26,RU,2022-01-30 01:57:07
252,Barra Patuca,15.8,-84.2833,75.04,83,73,16.98,HN,2022-01-30 01:57:08
253,Guerrero Negro,27.9769,-114.0611,62.47,53,5,10.85,MX,2022-01-30 01:57:08
254,Boa Vista,2.8197,-60.6733,80.58,54,0,9.22,BR,2022-01-30 01:55:07
255,Dagana,16.5165,-15.5068,69.94,35,100,11.01,MR,2022-01-30 01:57:09
256,Itarema,-2.9248,-39.9167,77.74,77,100,8.86,BR,2022-01-30 01:57:09
257,Fort Nelson,58.8053,-122.7002,4.59,85,100,4.61,CA,2022-01-30 01:57:09
258,Shelburne,44.0787,-80.2041,7.59,97,27,6.33,CA,2022-01-30 01:57:10
259,Butaritari,3.0707,172.7902,82.54,72,67,17.94,KI,2022-01-30 01:57:10
260,Pandan,14.0453,124.1694,84.11,71,74,4.16,PH,2022-01-30 01:57:11
261,Labuhan,-6.8844,112.2051,83.37,73,98,4.68,ID,2022-01-30 01:57:11
262,Samarai,-10.6167,150.6667,81.97,71,100,4.9,PG,2022-01-30 01:57:11
263,Luganville,-15.5333,167.1667,79.45,90,100,8.46,VU,2022-01-30 01:57:12
264,San Quintin,30.4833,-115.95,59.81,64,2,7.65,MX,2022-01-30 01:57:12
265,Grand Gaube,-20.0064,57.6608,79.2,79,96,1.99,MU,2022-01-30 01:57:13
266,Ugoofaaru,5.6667,73.0,82.22,68,94,16.28,MV,2022-01-30 01:57:13
267,Asnaes,55.8123,11.5013,42.89,80,44,30.0,DK,2022-01-30 01:57:13
268,Maragogi,-9.0122,-35.2225,75.58,83,91,4.92,BR,2022-01-30 01:54:37
269,Otaru,43.1894,141.0022,22.57,73,100,23.24,JP,2022-01-30 01:57:14
270,Sitka,57.0531,-135.33,34.92,87,100,11.03,US,2022-01-30 01:57:14
271,Toccoa,34.5773,-83.3324,31.93,31,0,8.05,US,2022-01-30 01:57:15
272,Cabot,34.9745,-92.0165,44.06,47,0,7.27,US,2022-01-30 01:57:15
273,Necochea,-38.5473,-58.7368,74.03,63,13,18.45,AR,2022-01-30 01:57:16
274,Guiglo,6.5456,-7.4966,69.1,48,97,2.89,CI,2022-01-30 01:57:16
275,Turukhansk,65.8167,87.9833,0.61,96,100,9.19,RU,2022-01-30 01:57:16
276,Atar,20.5169,-13.0499,70.83,25,98,6.29,MR,2022-01-30 01:57:17
277,Ahipara,-35.1667,173.1667,76.64,49,79,3.94,NZ,2022-01-30 01:57:17
278,Esperance,-33.8667,121.9,82.24,44,12,7.52,AU,2022-01-30 01:53:26
279,Tuatapere,-46.1333,167.6833,66.36,67,100,3.74,NZ,2022-01-30 01:58:18
280,Castro,-24.7911,-50.0119,59.85,99,99,5.97,BR,2022-01-30 01:58:18
281,Staryy Krym,45.0333,35.1,29.77,75,6,5.39,UA,2022-01-30 01:58:18
282,Prokhorovka,51.0374,36.7325,27.97,99,85,7.87,RU,2022-01-30 01:58:19
283,Sorong,-0.8833,131.25,83.68,71,100,8.59,ID,2022-01-30 01:58:19
284,Pouebo,-20.4,164.5667,87.22,63,95,11.45,NC,2022-01-30 01:58:20
285,Tukrah,32.5341,20.5791,52.3,74,100,32.28,LY,2022-01-30 01:58:20
286,Calabozo,8.9242,-67.4293,80.76,36,9,10.87,VE,2022-01-30 01:58:20
287,Chagoda,59.164,35.3285,17.42,92,100,10.25,RU,2022-01-30 01:58:21
288,Xining,36.6167,101.7667,12.45,64,50,1.3,CN,2022-01-30 01:54:49
289,Sinjai,-5.1241,120.253,85.19,67,100,1.74,ID,2022-01-30 01:58:21
290,Coihaique,-45.5752,-72.0662,48.81,93,97,1.14,CL,2022-01-30 01:55:54
291,Marienburg,54.0359,19.0266,42.96,69,100,31.12,PL,2022-01-30 01:58:22
292,Saint Andrews,34.0454,-81.1293,32.63,42,0,6.2,US,2022-01-30 01:58:22
293,Constitucion,-35.3333,-72.4167,58.66,91,62,8.41,CL,2022-01-30 01:58:23
294,Gizo,-8.103,156.8419,83.97,73,76,7.05,SB,2022-01-30 01:58:23
295,Oyama,36.3,139.8,47.53,35,90,2.13,JP,2022-01-30 01:58:23
296,Asau,46.4333,26.4,34.75,62,100,11.77,RO,2022-01-30 01:58:24
297,Krasnoarmeyskoye,52.7182,50.0322,25.23,97,100,8.68,RU,2022-01-30 01:58:24
298,Talnakh,69.4865,88.3972,-2.79,96,100,8.88,RU,2022-01-30 01:53:44
299,Kununurra,-15.7667,128.7333,82.38,89,75,14.97,AU,2022-01-30 01:58:25
300,Campbell River,50.0163,-125.2446,40.53,93,100,10.36,CA,2022-01-30 01:58:15
301,Davila,18.4726,120.5763,75.18,91,100,17.58,PH,2022-01-30 01:58:25
302,Cancun,21.1743,-86.8466,64.06,82,90,10.56,MX,2022-01-30 01:57:41
303,Nemuro,43.3236,145.575,19.83,55,0,18.52,JP,2022-01-30 01:58:26
304,Bangassou,4.7413,22.8184,62.47,36,33,3.69,CF,2022-01-30 01:58:26
305,Abong Mbang,3.9833,13.1833,61.77,39,95,3.27,CM,2022-01-30 01:58:27
306,Detchino,54.8092,36.3075,25.25,95,100,8.57,RU,2022-01-30 01:58:27
307,Inhambane,-23.865,35.3833,77.0,67,100,7.38,MZ,2022-01-30 01:58:27
